6	3	9	12	11
9	11	23	13	22
8	10	17	12	17
13	17	17	12	16
7	10	9	7	14
9	10	19	17	22
8	7	12	9	11
9	9	14	12	15
10	13	13	10	19
8	6	19	14	15
7	6	13	11	5
8	12	16	15	8
9	2	13	16	12
8	11	18	19	22
10	10	14	23	19
13	10	15	23	23
7	8	23	21	17
9	16	16	22	20
8	7	12	18	15
12	13	24	24	13
8	11	12	14	15
10	6	13	12	14
8	7	8	15	15
8	9	14	16	14
